,sentence,title,key,value
0,material safety data sheet,0,0,0
1,,0,0,0
2,luperox p,0,0,0
3,1 product and company identification,1,0,0
4,company,0,0,0
5,arkema inc,0,0,0
6,900 first avenue,0,0,0
7,king of prussia pennsylvania 19406,0,0,0
8,functional additives,0,0,0
9,customer service telephone number,0,0,0
10,,0,0,0
11,800 331 7654,0,0,0
12,monday through friday 8 30 am to 5 30 pm est,0,0,0
13,,0,0,0
14,emergency information,0,0,0
15,transportation,0,0,0
16,,0,0,0
17,chemtrec 800 424 9300,0,0,0
18,24 hrs 7 days a week,0,0,0
19,rocky mountain poison center 866 767 5089,0,0,0
20,24 hrs 7 days a week,0,0,0
21,,0,0,0
22,medical,0,0,0
23,,0,0,0
24,product information,0,0,0
25,product name,0,0,0
26,synonyms,0,0,0
27,molecular formula,0,0,0
28,chemical family,0,0,0
29,product use,0,0,0
30,,0,0,0
31,luperox p,0,0,0
32,peroxyester t butyl perbenzoate tert butyl peroxybenzoate,0,0,0
33,c11 h14 o3,0,0,0
34,organic peroxide peroxyesters,0,0,0
35,initiator,0,0,0
36,,0,0,0
37,2 hazards identification,1,0,0
38,emergency overview,0,0,0
39,color,0,0,0
40,physical state,0,0,0
41,odor,0,0,0
42,,0,0,0
43,colourless to yellow,0,0,0
44,liquid,0,0,0
45,unpleasant,0,0,0
46,,0,0,0
47,caution,0,0,0
48,organic peroxide,0,0,0
49,hazardous decomposition may occur,0,0,0
50,may cause allergic skin reaction,0,0,0
51,may cause skin irritation,0,0,0
52,potential health effects,0,0,0
53,primary routes of exposure,0,0,0
54,inhalation and skin contact,0,0,0
55,signs and symptoms of acute exposure,0,0,0
56,may cause skin irritation prolonged or repeated exposure may cause allergic skin reaction redness rash,0,0,0
57,skin,0,0,0
58,slightly toxic moderately irritating may cause allergic skin reaction based on animal studies,0,0,0
59,inhalation,0,0,0
60,practically nontoxic based on animal studies,0,0,0
61,,0,0,0
62,product code 051000,0,0,0
63,,0,0,0
64,version 2 0,0,0,0
65,,0,0,0
66,issued on 07 11 2011,0,0,0
67,,0,0,0
68,page 1 10,0,0,0
69,,0,0,0
70,material safety data sheet,0,0,0
71,,0,0,0
72,luperox p,0,0,0
73,,0,0,0
74,eyes,0,0,0
75,slightly irritating based on animal studies,0,0,0
76,ingestion,0,0,0
77,slightly toxic based on animal studies,0,0,0
78,,0,0,0
79,3 composition information on ingredients,1,0,0
80,chemical name,0,0,0
81,,0,0,0
82,cas no,0,0,0
83,,0,0,0
84,wt wt,0,0,0
85,,0,0,0
86,benzenecarboperoxoic acid 1 1 dimethylethyl,0,0,0
87,ester,0,0,0
88,,0,0,0
89,614 45 9,0,0,0
90,,0,0,0
91,98 100,0,0,0
92,,0,0,0
93,osha,0,0,0
94,hazardous,0,0,0
95,y,0,0,0
96,,0,0,0
97,the substance s marked with a y in the hazard column above are those identified as hazardous chemicals under,0,0,0
98,the criteria of the osha hazard communication standard 29 cfr 1910 1200,0,0,0
99,this material is classified as hazardous under federal osha regulation,0,0,0
100,,0,0,0
101,4 first aid measures,1,0,0
102,inhalation,0,0,0
103,if inhaled remove victim to fresh air,0,0,0
104,skin,0,0,0
105,in case of contact immediately flush skin with soap and plenty of water remove contaminated clothing and shoes,0,0,0
106,get medical attention if symptoms occur wash clothing before reuse thoroughly clean shoes before reuse,0,0,0
107,eyes,0,0,0
108,immediately flush eye s with plenty of water,0,0,0
109,ingestion,0,0,0
110,if swallowed do not induce vomiting get medical attention never give anything by mouth to an unconscious,0,0,0
111,person,0,0,0
112,,0,0,0
113,5 fire fighting measures,1,0,0
114,flash point,0,0,0
115,,0,0,0
116,the flashpoint of this product is greater than the self acceleration,0,0,0
117,decomposition temperature sadt,0,0,0
118,,0,0,0
119,auto ignition temperature,0,0,0
120,,0,0,0
121,no data available,0,0,0
122,,0,0,0
123,lower flammable limit lfl,0,0,0
124,,0,0,0
125,no data available,0,0,0
126,,0,0,0
127,upper flammable limit ufl,0,0,0
128,,0,0,0
129,no data available,0,0,0
130,,0,0,0
131,extinguishing media suitable,0,0,0
132,water spray foam dry chemical,0,0,0
133,protective equipment,0,0,0
134,,0,0,0
135,product code 051000,0,0,0
136,,0,0,0
137,version 2 0,0,0,0
138,,0,0,0
139,issued on 07 11 2011,0,0,0
140,,0,0,0
141,page 2 10,0,0,0
142,,0,0,0
143,material safety data sheet,0,0,0
144,,0,0,0
145,luperox p,0,0,0
146,fire fighters and others who may be exposed to products of combustion should wear full fire fighting turn out gear,0,0,0
147,full bunker gear and self contained breathing apparatus pressure demand niosh approved or equivalent,0,0,0
148,fire fighting equipment should be thoroughly decontaminated after use,0,0,0
149,further firefighting advice,0,0,0
150,fight fire with large amounts of water from a safe distance,0,0,0
151,keep containers cool by spraying with water if exposed to fire,0,0,0
152,do not allow run off from fire fighting to enter drains or water courses,0,0,0
153,closed containers of this material may explode when subjected to heat from surrounding fire,0,0,0
154,after a fire wait until the material has cooled to room temperature before initiating clean up activities,0,0,0
155,fire and explosion hazards,0,0,0
156,contact with materials to avoid or exposure to temperatures exceeding the sadt may result in a self accelerating,0,0,0
157,decomposition reaction with release of flammable vapors which may autoignite,0,0,0
158,when burned the following hazardous products of combustion can occur,0,0,0
159,carbon oxides,0,0,0
160,,0,0,0
161,6 accidental release measures,1,0,0
162,in case of spill or leak,0,0,0
163,prevent further leakage or spillage if you can do so without risk evacuate area of all unnecessary personnel,0,0,0
164,ventilate the area eliminate all ignition sources avoid generation of vapors contain and collect spillage with noncombustible absorbent material such as sodium bicarbonate sodium carbonate calcium carbonate clean sand or,0,0,0
165,non acidic clay and then wet down dampen the mixture with water do not use peat moss sweep or scoop up,0,0,0
166,using non sparking tools and place into suitable properly labeled containers for prompt disposal the sweepings,0,0,0
167,should be wetted down further with water avoid dispersal of spilled material and runoff and contact with soil,0,0,0
168,waterways drains and sewers consult a regulatory specialist to determine appropriate state or local reporting,0,0,0
169,requirements for assistance in waste characterization and or hazardous waste disposal and other requirements,0,0,0
170,listed in pertinent environmental permits,0,0,0
171,,0,0,0
172,7 handling and storage,1,0,0
173,handling,0,0,0
174,general information on handling,0,0,0
175,contact with materials to avoid or exposure to temperatures exceeding the sadt may result in a self accelerating,0,0,0
176,decomposition reaction with release of flammable vapors which may autoignite,0,0,0
177,keep away from heat sparks and flames,0,0,0
178,avoid contact with the skin eyes and clothing,0,0,0
179,prevent product contamination,0,0,0
180,keep container tightly closed and away from combustible materials,0,0,0
181,wash thoroughly after handling,0,0,0
182,emptied container retains product residue,0,0,0
183,observe all labeled safeguards until container is cleaned reconditioned or destroyed,0,0,0
184,do not reuse container as it may retain hazardous product residue,0,0,0
185,storage,0,0,0
186,general information on storage conditions,0,0,0
187,outside or detached storage is preferred store out of direct sunlight in a cool well ventilated place store away from,0,0,0
188,combustibles and materials to avoid refer also to national fire protection association nfpa code 432 code for,0,0,0
189,the storage of organic peroxide formulations,0,0,0
190,,0,0,0
191,product code 051000,0,0,0
192,,0,0,0
193,version 2 0,0,0,0
194,,0,0,0
195,issued on 07 11 2011,0,0,0
196,,0,0,0
197,page 3 10,0,0,0
198,,0,0,0
199,material safety data sheet,0,0,0
200,,0,0,0
201,luperox p,0,0,0
202,,0,0,0
203,storage stability remarks,0,0,0
204,follow the recommended storage temperatures provided in this section in order to maintain stability and oxygen,0,0,0
205,content,0,0,0
206,storage incompatibility general,0,0,0
207,acids concentrated solutions,0,0,0
208,strong oxidizing agents,0,0,0
209,reducing agents,0,0,0
210,amines,0,0,0
211,accelerators,0,0,0
212,strong bases,0,0,0
213,friedel crafts reaction catalyst,0,0,0
214,transition metal salts,0,0,0
215,metal ions,0,0,0
216,,0,0,0
217,temperature tolerance do not store below,0,0,0
218,50 f 10 c,0,0,0
219,temperature tolerance do not store above,0,0,0
220,100 f 38 c,0,0,0
221,,0,0,0
