,sentence,title,key,value
0,xiameter r,0,0,0
1,material safety data sheet,0,0,0
2,page 1 of 8,0,0,0
3,version 1 0,0,0,0
4,revision date 2009 01 20,0,0,0
5,,0,0,0
6,xiameter r ofs 6030 silane,0,0,0
7,1 product and company identification,1,0,0
8,24 hour emergency telephone,0,0,0
9,customer service,0,0,0
10,product disposal information,0,0,0
11,chemtrec,0,0,0
12,,0,0,0
13,dow corning corporation,0,0,0
14,south saginaw road,0,0,0
15,midland michigan 48686,0,0,0
16,,0,0,0
17,msds no 04088687,0,0,0
18,,0,0,0
19,989 496 5900,0,0,0
20,989 496 6000,0,0,0
21,989 496 6315,0,0,0
22,800 424 9300,0,0,0
23,,0,0,0
24,revision date 2009 01 20,0,0,0
25,,0,0,0
26,generic description,0,0,0
27,physical form,0,0,0
28,color,0,0,0
29,odor,0,0,0
30,,0,0,0
31,alkoxysilane,0,0,0
32,liquid,0,0,0
33,colorless to pale yellow,0,0,0
34,aromatic odor,0,0,0
35,,0,0,0
36,nfpa profile health,0,0,0
37,,0,0,0
38,2 flammability,0,0,0
39,,0,0,0
40,1 instability reactivity,0,0,0
41,,0,0,0
42,0,0,0,0
43,,0,0,0
44,note nfpa national fire protection association,0,0,0
45,,0,0,0
46,2 hazards identification,1,0,0
47,potential health effects,0,0,0
48,acute effects,0,0,0
49,eye,0,0,0
50,,0,0,0
51,direct contact may cause mild irritation,0,0,0
52,,0,0,0
53,skin,0,0,0
54,,0,0,0
55,may cause moderate irritation,0,0,0
56,,0,0,0
57,inhalation,0,0,0
58,,0,0,0
59,vapor irritating to the respiratory tract vapor overexposure may cause drowsiness,0,0,0
60,,0,0,0
61,oral,0,0,0
62,,0,0,0
63,overexposure by ingestion may cause effects similar to those listed under repeated,0,0,0
64,exposure,0,0,0
65,,0,0,0
66,prolonged repeated exposure effects,0,0,0
67,skin,0,0,0
68,,0,0,0
69,overexposure may injure internally if absorbed repeated skin contact may cause allergic,0,0,0
70,skin reaction,0,0,0
71,,0,0,0
72,inhalation,0,0,0
73,,0,0,0
74,product generates methyl alcohol which may cause blindness and damage to nervous,0,0,0
75,system,0,0,0
76,,0,0,0
77,oral,0,0,0
78,,0,0,0
79,product generates methyl alcohol which may cause blindness and possibly death if,0,0,0
80,swallowed,0,0,0
81,,0,0,0
82,signs and symptoms of overexposure,0,0,0
83,no known applicable information,0,0,0
84,medical conditions aggravated by exposure,0,0,0
85,,0,0,0
86,xiameter r,0,0,0
87,material safety data sheet,0,0,0
88,page 2 of 8,0,0,0
89,version 1 0,0,0,0
90,revision date 2009 01 20,0,0,0
91,,0,0,0
92,xiameter r ofs 6030 silane,0,0,0
93,no known applicable information,0,0,0
94,the above listed potential effects of overexposure are based on actual data results of studies performed upon similar compositions,0,0,0
95,component data and or expert review of the product please refer to section 11 for the detailed toxicology information,0,0,0
96,,0,0,0
97,3 composition information on ingredients,1,0,0
98,cas number,0,0,0
99,2530 85 0,0,0,0
100,,0,0,0
101,wt,0,0,0
102,,0,0,0
103,component name,0,0,0
104,,0,0,0
105,60 0,0,0,0
106,,0,0,0
107,methacryloxypropyl trimethoxysilane,0,0,0
108,,0,0,0
109,the above components are hazardous as defined in 29 cfr 1910 1200,0,0,0
110,,0,0,0
111,4 first aid measures,1,0,0
112,eye,0,0,0
113,,0,0,0
114,immediately flush with water for 15 minutes,0,0,0
115,,0,0,0
116,skin,0,0,0
117,,0,0,0
118,remove from skin and immediately flush with water for 15 minutes get medical attention if,0,0,0
119,irritation or ill effects develop or persist,0,0,0
120,,0,0,0
121,inhalation,0,0,0
122,,0,0,0
123,remove to fresh air get immediate medical attention,0,0,0
124,,0,0,0
125,oral,0,0,0
126,,0,0,0
127,get medical attention,0,0,0
128,,0,0,0
129,notes to physician,0,0,0
130,,0,0,0
131,treat according to person s condition and specifics of exposure,0,0,0
132,,0,0,0
133,5 fire fighting measures,1,0,0
134,flash point,0,0,0
135,,0,0,0
136,212 f 100 c tag closed cup,0,0,0
137,,0,0,0
138,autoignition temperature,0,0,0
139,,0,0,0
140,680 f 360 c,0,0,0
141,,0,0,0
142,flammability limits in air,0,0,0
143,,0,0,0
144,lower limit 0 80 upper limit 16 30,0,0,0
145,,0,0,0
146,extinguishing media,0,0,0
147,,0,0,0
148,on large fires use dry chemical foam or water spray on small fires use carbon dioxide,0,0,0
149,co2 dry chemical or water spray water can be used to cool fire exposed containers,0,0,0
150,,0,0,0
151,fire fighting measures,0,0,0
152,,0,0,0
153,self contained breathing apparatus and protective clothing should be worn in fighting large,0,0,0
154,fires involving chemicals determine the need to evacuate or isolate the area according to,0,0,0
155,your local emergency plan use water spray to keep fire exposed containers cool,0,0,0
156,,0,0,0
157,unusual fire hazards,0,0,0
158,,0,0,0
159,none,0,0,0
160,,0,0,0
161,6 accidental release measures,1,0,0
162,,0,0,0
163,xiameter r,0,0,0
164,material safety data sheet,0,0,0
165,page 3 of 8,0,0,0
166,version 1 0,0,0,0
167,revision date 2009 01 20,0,0,0
168,,0,0,0
169,xiameter r ofs 6030 silane,0,0,0
170,,0,0,0
171,containment clean up,0,0,0
172,,0,0,0
173,determine whether to evacuate or isolate the area according to your local emergency plan,0,0,0
174,observe all personal protection equipment recommendations described in sections 5 and 8,0,0,0
175,for large spills provide diking or other appropriate containment to keep material from,0,0,0
176,spreading if diked material can be pumped store recovered material in appropriate,0,0,0
177,container clean up remaining materials from spill with suitable absorbant clean area as,0,0,0
178,appropriate since spilled materials even in small quantities may present a slip hazard final,0,0,0
