,sentence,title,key,value
0,material safety data sheet,0,0,0
1,,0,0,0
2,revision number 004 0,0,0,0
3,,0,0,0
4,issue date 02 01 2012,0,0,0
5,,0,0,0
6,1 product and company identification,1,0,0
7,product name,0,0,0
8,product type,0,0,0
9,,0,0,0
10,db epoxy pot cmpd e 60nc 50ml,0,0,0
11,epoxy hardener,0,0,0
12,,0,0,0
13,company address,0,0,0
14,henkel corporation,0,0,0
15,one henkel way,0,0,0
16,rocky hill connecticut 06067,0,0,0
17,,0,0,0
18,idh number,0,0,0
19,701990,0,0,0
20,item number,0,0,0
21,29324_209537,0,0,0
22,region,0,0,0
23,united states,0,0,0
24,contact information,0,0,0
25,telephone 860 571 5100,0,0,0
26,medical emergency phone poison control center,0,0,0
27,1 877 671 4608 toll free or 1 303 592 1711,0,0,0
28,transport emergency phone chemtrec,0,0,0
29,1 800 424 9300 toll free or 1 703 527 3887,0,0,0
30,internet www henkelna com,0,0,0
31,,0,0,0
32,2 hazards identification,1,0,0
33,,0,0,0
34,physical state,0,0,0
35,color,0,0,0
36,odor,0,0,0
37,,0,0,0
38,liquid,0,0,0
39,pale yellow,0,0,0
40,mild,0,0,0
41,,0,0,0
42,danger,0,0,0
43,,0,0,0
44,emergency overview,0,0,0
45,hmis,0,0,0
46,health,0,0,0
47,flammability,0,0,0
48,physical hazard,0,0,0
49,personal protection,0,0,0
50,,0,0,0
51,3,0,0,0
52,1,0,0,0
53,0,0,0,0
54,see msds section 8,0,0,0
55,,0,0,0
56,causes eye skin and respiratory tract burns,0,0,0
57,may cause allergic skin reaction,0,0,0
58,harmful if swallowed or inhaled,0,0,0
59,may be harmful if absorbed through skin,0,0,0
60,,0,0,0
61,relevant routes of exposure,0,0,0
62,,0,0,0
63,skin inhalation eyes ingestion,0,0,0
64,,0,0,0
65,potential health effects,0,0,0
66,inhalation,0,0,0
67,,0,0,0
68,can cause severe irritation and burns to the respiratory tract harmful if inhaled may cause,0,0,0
69,delayed lung injury,0,0,0
70,causes skin burns may cause allergic skin reaction may be harmful if absorbed through skin,0,0,0
71,causes eye burns burns of the eye may cause blindness,0,0,0
72,may cause burns of mouth throat and stomach with abdominal and chest pain nausea,0,0,0
73,vomiting diarrhea thirst weakness and collapse harmful if swallowed aspiration may occur,0,0,0
74,during swallowing or vomiting resulting in lung damage,0,0,0
75,,0,0,0
76,skin contact,0,0,0
77,eye contact,0,0,0
78,ingestion,0,0,0
79,,0,0,0
80,existing conditions aggravated by,0,0,0
81,exposure,0,0,0
82,,0,0,0
83,eye skin and respiratory disorders,0,0,0
84,this material is considered hazardous by the osha hazard communication standard 29 cfr,0,0,0
85,1910 1200,0,0,0
86,see section 11 for additional toxicological information,0,0,0
87,,0,0,0
88,3 composition information on ingredients,1,0,0
89,hazardous components,0,0,0
90,,0,0,0
91,cas number,0,0,0
92,,0,0,0
93,,0,0,0
94,,0,0,0
95,4 nonylphenol branched,0,0,0
96,cycloaliphatic amine,0,0,0
97,alcohol derivative,0,0,0
98,,0,0,0
99,84852 15 3,0,0,0
100,proprietary,0,0,0
101,proprietary,0,0,0
102,,0,0,0
103,30 60,0,0,0
104,30 60,0,0,0
105,5 10,0,0,0
106,,0,0,0
107,idh number 701990,0,0,0
108,,0,0,0
109,product name db epoxy pot cmpd e 60nc 50ml,0,0,0
110,page 1 of 5,0,0,0
111,,0,0,0
112,4 first aid measures,1,0,0
113,inhalation,0,0,0
114,,0,0,0
115,move to fresh air if not breathing give artificial respiration if breathing is,0,0,0
116,difficult give oxygen get medical attention,0,0,0
117,,0,0,0
118,skin contact,0,0,0
119,,0,0,0
120,immediately flush skin with plenty of water using soap if available remove,0,0,0
121,contaminated clothing and footwear get medical attention wash clothing,0,0,0
122,before reuse thoroughly clean shoes before reuse,0,0,0
123,,0,0,0
124,eye contact,0,0,0
125,,0,0,0
126,immediately flush eyes with water for at least 15 minutes while holding,0,0,0
127,eyelids open seek medical attention at once,0,0,0
128,,0,0,0
129,ingestion,0,0,0
130,,0,0,0
131,do not induce vomiting unless directed to do so by medical personnel,0,0,0
132,never give anything by mouth to an unconscious person get immediate,0,0,0
133,medical attention,0,0,0
134,,0,0,0
135,5 fire fighting measures,1,0,0
136,flash point,0,0,0
137,,0,0,0
138,93 c 199 4 f setaflash closed cup,0,0,0
139,,0,0,0
140,autoignition temperature,0,0,0
141,,0,0,0
142,not available,0,0,0
143,,0,0,0
144,flammable explosive limits lower,0,0,0
145,,0,0,0
146,not available,0,0,0
147,,0,0,0
148,flammable explosive limits upper,0,0,0
149,,0,0,0
150,not available,0,0,0
151,,0,0,0
152,extinguishing media,0,0,0
153,,0,0,0
154,water spray fog foam dry chemical or carbon dioxide,0,0,0
155,,0,0,0
156,special firefighting procedures,0,0,0
157,,0,0,0
158,wear self contained breathing apparatus and full protective clothing such as,0,0,0
159,turn out gear,0,0,0
160,,0,0,0
161,unusual fire or explosion hazards,0,0,0
162,,0,0,0
163,burning produces obnoxious and toxic fumes personnel in vicinity and,0,0,0
164,downwind should be evacuated use of water may result in the formation of,0,0,0
165,very toxic aqueous solutions do not allow run off from fire fighting to enter,0,0,0
166,drains or water courses,0,0,0
167,,0,0,0
168,hazardous combustion products,0,0,0
169,,0,0,0
170,oxides of carbon oxides of nitrogen acids aldehydes ammonia ketones,0,0,0
171,nitric acid toxic fumes irritating vapors,0,0,0
172,,0,0,0
173,6 accidental release measures,1,0,0
174,use personal protection recommended in section 8 isolate the hazard area and deny entry to unnecessary and unprotected,0,0,0
175,personnel,0,0,0
176,environmental precautions,0,0,0
177,,0,0,0
178,do not allow product to enter sewer or waterways,0,0,0
179,,0,0,0
180,clean up methods,0,0,0
181,,0,0,0
182,remove all sources of ignition ensure adequate ventilation wear appropriate,0,0,0
183,personal protective equipment refer to section 8 exposure controls,0,0,0
184,personal protection prior to clean up soak up with inert absorbent material,0,0,0
185,e g sand silica gel acid binder universal binder sawdust scrape up spilled,0,0,0
186,material and place in a closed container for disposal,0,0,0
187,,0,0,0
188,7 handling and storage,1,0,0
189,handling,0,0,0
190,,0,0,0
191,prevent contact with eyes skin and clothing do not breathe vapor and mist,0,0,0
192,wash thoroughly after handling do not taste or swallow use only with,0,0,0
193,adequate ventilation keep container closed,0,0,0
194,,0,0,0
195,storage,0,0,0
196,,0,0,0
197,keep container tightly closed and in a cool well ventilated place away from,0,0,0
198,incompatible materials do not store in reactive metal containers,0,0,0
199,for information on product shelf life contact henkel customer service at 800 243 4874,0,0,0
200,,0,0,0
201,idh number 701990,0,0,0
202,,0,0,0
203,product name db epoxy pot cmpd e 60nc 50ml,0,0,0
204,page 2 of 5,0,0,0
205,,0,0,0
206,8 exposure controls personal protection,1,0,0
207,employers should complete an assessment of all workplaces to determine the need for and selection of proper exposure,0,0,0
208,controls and protective equipment for each task performed,0,0,0
209,hazardous components,0,0,0
210,,0,0,0
211,acgih tlv,0,0,0
212,,0,0,0
213,osha pel,0,0,0
214,,0,0,0
215,aiha weel,0,0,0
216,,0,0,0
217,other,0,0,0
218,,0,0,0
219,4 nonylphenol branched,0,0,0
220,cycloaliphatic amine,0,0,0
221,,0,0,0
222,none,0,0,0
223,none,0,0,0
224,,0,0,0
225,none,0,0,0
226,none,0,0,0
227,,0,0,0
228,none,0,0,0
229,none,0,0,0
230,,0,0,0
231,alcohol derivative,0,0,0
232,,0,0,0
233,none,0,0,0
234,,0,0,0
235,none,0,0,0
236,,0,0,0
237,none,0,0,0
238,none,0,0,0
239,10 ppm 44,0,0,0
240,mg m3 twa,0,0,0
241,,0,0,0
242,none,0,0,0
243,,0,0,0
244,engineering controls,0,0,0
245,,0,0,0
246,use local exhaust ventilation if the potential for airborne exposure exists,0,0,0
247,,0,0,0
248,respiratory protection,0,0,0
249,,0,0,0
250,use niosh approved respirator if there is potential to exceed exposure,0,0,0
251,limit s,0,0,0
